care_site_id,care_site_name,place_of_service_concept_id,location_id,care_site_source_value,place_of_service_source_value
241106,,8940,,417232396, 
241114,,8940,,030264176, 
241122,,8940,,321629254, 
241130,,8940,,516744727, 
241138,,8940,,538369414, 
241146,,8940,,585610803, 
241154,,8940,,070553591, 
241162,,8940,,295879398, 
241170,,8940,,097584651, 
241178,,8940,,287031773, 
241186,,8940,,748378608, 
241194,,8940,,227343121, 
241202,,8940,,965183359, 
241210,,8940,,039438182, 
241218,,8717,,34T1ZA,Inpatient Facility
241226,,8940,,184160620, 
241234,,8940,,903016301, 
241242,,8940,,238454287, 
241250,,8940,,070887245, 
241258,,8940,,109384613, 
241266,,8940,,684099598, 
241274,,8940,,096382953, 
241282,,8940,,828366675, 
241290,,8940,,015471649, 
241298,,8940,,781235712, 
241306,,8940,,552147843, 
241314,,8940,,655193668, 
241322,,8940,,627565188, 
241330,,8940,,763104678, 
241338,,8940,,312284901, 
241346,,8940,,807940084, 
241354,,8940,,151940597, 
241362,,8940,,622379857, 
241370,,8940,,808781969, 
241378,,8940,,511786975, 
241386,,8940,,090075203, 
241394,,8940,,072841181, 
241402,,8940,,653037277, 
241410,,8940,,763332598, 
241418,,8940,,936922437, 
241426,,8940,,790666843, 
241434,,8940,,316193277, 
241442,,8940,,311275391, 
241450,,8940,,838110224, 
241458,,8940,,300981578, 
241466,,8940,,025008437, 
241474,,8940,,128535455, 
241482,,8940,,764737395, 
241490,,8940,,390196604, 
241498,,8940,,512054057, 
241506,,8940,,683825986, 
241514,,8940,,204002587, 
241522,,8940,,600579302, 
241530,,8940,,215038910, 
241538,,8940,,375742270, 
241546,,8940,,590686733, 
241554,,8940,,002314133, 
241562,,8940,,080505958, 
241570,,8940,,380910727, 
241578,,8940,,489978336, 
241586,,8940,,511138599, 
241594,,8940,,972770255, 
241602,,8940,,734975949, 
241610,,8940,,150020603, 
241618,,8940,,041079676, 
241626,,8940,,232877239, 
241634,,8940,,855911913, 
241642,,8940,,574175609, 
241650,,8940,,641374780, 
241658,,8940,,052535909, 
241666,,8940,,129268532, 
241674,,8940,,107787176, 
241682,,8940,,521874877, 
241690,,8940,,452023254, 
241698,,8940,,164853693, 
241706,,8940,,022376379, 
241714,,8940,,832053931, 
241722,,8940,,029175695, 
241730,,8940,,295553101, 
241738,,8940,,323779186, 
241746,,8940,,069660423, 
241754,,8940,,343626625, 
241762,,8940,,636777859, 
241770,,8940,,721101488, 
241778,,8940,,566493664, 
241786,,8940,,243053798, 
241794,,8940,,779643922, 
241802,,8940,,907768239, 
241810,,8940,,025474020, 
241818,,8940,,281268576, 
241826,,8940,,949708455, 
241834,,8940,,306206081, 
241842,,8940,,622869829, 
241850,,8940,,865986756, 
241858,,8940,,540029853, 
241866,,8940,,809971385, 
241874,,8940,,708275095, 
241882,,8940,,291277960, 
241890,,8940,,806663353, 
241898,,8940,,883266860, 
241906,,8940,,190243807, 
241914,,8940,,271835470, 
241922,,8940,,989336403, 
241930,,8940,,301333596, 
241938,,8940,,974880828, 
241946,,8940,,165945349, 
241954,,8940,,141058511, 
241962,,8940,,708908116, 
241970,,8940,,622929264, 
241978,,8940,,638996738, 
241986,,8940,,920054052, 
241994,,8940,,465654830, 
242002,,8940,,039871354, 
242010,,8940,,311867114, 
242018,,8940,,779356225, 
242026,,8940,,859131161, 
242034,,8940,,616442301, 
242042,,8940,,738241274, 
242050,,8940,,150125379, 
242058,,8940,,120876847, 
242066,,8940,,186449491, 
242074,,8940,,505877938, 
242082,,8940,,586226333, 
242090,,8940,,910494649, 
242098,,8940,,306458137, 
242106,,8940,,662947503, 
242114,,8940,,325760647, 
242122,,8940,,357073723, 
242130,,8940,,317911833, 
242138,,8940,,547236784, 
242146,,8940,,583808698, 
242154,,8940,,356305170, 
242162,,8940,,913483913, 
242170,,8940,,128236598, 
242178,,8940,,076512229, 
242186,,8940,,421187089, 
242194,,8940,,632398028, 
242202,,8940,,630609790, 
242210,,8940,,607269925, 
242218,,8940,,484089080, 
242226,,8940,,886250806, 
242234,,8940,,826510471, 
242242,,8940,,744216445, 
242250,,8940,,437174277, 
242258,,8940,,519196973, 
242266,,8940,,611467324, 
242274,,8940,,779784630, 
242282,,8940,,237052300, 
242290,,8940,,168889463, 
242298,,8940,,247984797, 
242306,,8940,,974506669, 
242314,,8940,,358306051, 
242322,,8940,,853860224, 
242330,,8940,,416256416, 
242338,,8940,,196538964, 
242346,,8940,,677098662, 
242354,,8940,,188150826, 
242362,,8940,,411438390, 
242370,,8940,,926200412, 
242378,,8940,,056223189, 
242386,,8940,,724846895, 
242394,,8940,,934548462, 
242402,,8940,,665626343, 
242410,,8940,,797499694, 
242418,,8940,,858414142, 
242426,,8940,,326670620, 
242434,,8940,,719553959, 
242442,,8940,,141338851, 
242450,,8940,,542759740, 
242458,,8940,,811434058, 
242466,,8940,,851811090, 
242474,,8940,,228698926, 
242482,,8940,,375878532, 
242490,,8940,,748204542, 
242498,,8940,,547329373, 
242506,,8940,,392789390, 
242514,,8940,,835519789, 
242522,,8940,,513957796, 
242530,,8940,,529026630, 
242538,,8940,,307291711, 
242546,,8940,,493636960, 
242554,,8940,,444882002, 
242562,,8940,,081574872, 
242570,,8940,,771905585, 
242578,,8940,,487085853, 
242586,,8940,,621011356, 
242594,,8940,,528160026, 
242602,,8940,,424612471, 
242610,,8940,,609280788, 
242618,,8940,,122164560, 
242626,,8940,,727764173, 
242634,,8940,,443676462, 
242642,,8940,,056008788, 
242650,,8940,,924952093, 
242658,,8940,,424537310, 
242666,,8940,,472365126, 
242674,,8940,,131174323, 
242682,,8940,,062816639, 
242690,,8940,,508626607, 
242698,,8940,,655301755, 
242706,,8940,,205406072, 
242714,,8940,,896523997, 
242722,,8940,,761732342, 
242730,,8940,,392031980, 
242738,,8940,,375049042, 
242746,,8940,,582630212, 
242754,,8940,,333020667, 
242762,,8940,,211854276, 
242770,,8940,,639544048, 
242778,,8940,,328634480, 
242786,,8940,,608078247, 
242794,,8940,,669135094, 
242802,,8940,,901564214, 
242810,,8940,,877202472, 
242818,,8940,,648457483, 
242826,,8940,,895045573, 
242834,,8940,,976300121, 
242842,,8940,,806414532, 
242850,,8940,,769939403, 
242858,,8940,,598645584, 
242866,,8940,,524812304, 
242874,,8940,,718270505, 
242882,,8940,,632485129, 
242890,,8940,,066198328, 
242898,,8940,,148822191, 
242906,,8940,,409892011, 
242914,,8940,,856172246, 
242922,,8940,,707362973, 
242930,,8940,,975772182, 
242938,,8940,,785570127, 
242946,,8940,,960955114, 
242954,,8940,,151407713, 
242962,,8940,,537244771, 
242970,,8940,,257014049, 
242978,,8940,,788303513, 
242986,,8940,,012017241, 
242994,,8940,,233367901, 
243002,,8940,,865336814, 
243010,,8940,,944308684, 
243018,,8940,,233434986, 
243026,,8940,,558819180, 
243034,,8940,,638115241, 
243042,,8940,,339726871, 
243050,,8940,,799653006, 
243058,,8940,,584934055, 
243066,,8940,,835270525, 
243074,,8940,,744648431, 
243082,,8940,,569393651, 
243090,,8940,,091473670, 
243098,,8940,,266535350, 
243106,,8940,,608023438, 
243114,,8940,,094221233, 
243122,,8940,,013026628, 
243130,,8940,,295537627, 
243138,,8940,,735901358, 
243146,,8940,,671447841, 
243154,,8940,,392219359, 
243162,,8940,,581694346, 
243170,,8940,,448150838, 
243178,,8940,,038137479, 
243186,,8940,,620802225, 
243194,,8940,,415401207, 
243202,,8940,,970667209, 
243210,,8940,,628789080, 
243218,,8940,,200288659, 
243226,,8940,,023616473, 
243234,,8940,,349040218, 
243242,,8940,,705918270, 
243250,,8940,,379352839, 
243258,,8940,,188007294, 
243266,,8940,,281692630, 
243274,,8940,,315227830, 
243282,,8940,,435848799, 
243290,,8940,,806762974, 
243298,,8940,,562585196, 
243306,,8940,,381993613, 
243314,,8940,,766397052, 
243322,,8940,,846972708, 
243330,,8940,,257100792, 
243338,,8940,,326032318, 
243346,,8940,,213135301, 
243354,,8940,,509341188, 
243362,,8940,,006421091, 
243370,,8940,,155046297, 
243378,,8940,,021338650, 
243386,,8940,,899539808, 
243394,,8940,,817270106, 
243402,,8940,,428918396, 
243410,,8940,,815293463, 
243418,,8940,,546726856, 
243426,,8940,,611486322, 
243434,,8940,,439573148, 
243442,,8940,,641904691, 
243450,,8940,,025139829, 
243458,,8940,,962032280, 
243466,,8940,,315332322, 
243474,,8940,,716024402, 
243482,,8940,,661889823, 
243490,,8940,,552733293, 
243498,,8940,,980265042, 
243506,,8940,,131433813, 
243514,,8940,,409231355, 
243522,,8940,,367634256, 
243530,,8940,,170211876, 
243538,,8940,,379030182, 
243546,,8940,,356584000, 
243554,,8940,,663796676, 
243562,,8940,,911723014, 
243570,,8940,,484894733, 
243578,,8940,,312268101, 
243586,,8940,,235113507, 
243594,,8940,,999756970, 
243602,,8940,,336834957, 
243610,,8940,,446805742, 
243618,,8940,,800672146, 
243626,,8940,,118319048, 
243634,,8940,,821709540, 
243642,,8940,,153089724, 
243650,,8940,,723037150, 
243658,,8940,,081463580, 
243666,,8940,,446596354, 
243674,,8940,,070911978, 
243682,,8940,,465156955, 
243690,,8940,,406641713, 
243698,,8940,,210216787, 
243706,,8940,,841105944, 
243714,,8940,,587127674, 
243722,,8940,,870129429, 
243730,,8940,,756951875, 
243738,,8940,,132176717, 
243746,,8940,,912617902, 
243754,,8940,,835898511, 
243762,,8940,,675670506, 
243770,,8940,,632480362, 
243778,,8940,,715506720, 
243786,,8940,,125450979, 
243794,,8940,,494696313, 
243802,,8940,,613094614, 
243810,,8940,,874138057, 
243818,,8940,,734850929, 
243826,,8940,,539950549, 
243834,,8940,,418391806, 
243842,,8940,,297274015, 
243850,,8940,,468250242, 
243858,,8940,,827298650, 
243866,,8940,,703406911, 
243874,,8940,,858225583, 
243882,,8940,,611516949, 
243890,,8940,,069025558, 
243898,,8940,,648422254, 
243906,,8940,,399900965, 
243914,,8940,,052888453, 
243922,,8940,,361887652, 
243930,,8940,,021425243, 
243938,,8940,,253039854, 
243946,,8940,,146199395, 
243954,,8940,,815043962, 
243962,,8940,,301477326, 
243970,,8940,,796931739, 
243978,,8940,,230938913, 
243986,,8940,,743969495, 
243994,,8940,,699880789, 
244002,,8940,,467752051, 
244010,,8940,,219675886, 
244018,,8940,,467448669, 
244026,,8940,,186747441, 
244034,,8940,,053511118, 
244042,,8940,,808178423, 
244050,,8940,,956340592, 
244058,,8940,,722235223, 
244066,,8940,,301505488, 
244074,,8940,,207227380, 
244082,,8940,,208379870, 
244090,,8940,,881667983, 
244098,,8940,,434484243, 
244106,,8940,,328317535, 
244114,,8940,,308553697, 
244122,,8940,,649546762, 
244130,,8940,,556685977, 
244138,,8940,,656226379, 
244146,,8940,,637096441, 
244154,,8940,,022161668, 
244162,,8940,,376194490, 
244170,,8940,,544865048, 
244178,,8940,,527335251, 
244186,,8940,,054040120, 
244194,,8940,,796407837, 
244202,,8940,,517144387, 
244210,,8940,,589227861, 
244218,,8940,,466043971, 
244226,,8940,,409879597, 
244234,,8940,,396744519, 
244242,,8940,,334717006, 
244250,,8940,,659181668, 
244258,,8940,,094899618, 
244266,,8940,,402984284, 
244274,,8940,,962100367, 
244282,,8940,,145900181, 
244290,,8940,,844262027, 
244298,,8940,,217956845, 
244306,,8940,,249559381, 
244314,,8940,,981726978, 
244322,,8940,,802128529, 
244330,,8940,,678142561, 
244338,,8940,,619084964, 
244346,,8940,,162802270, 
244354,,8940,,527239002, 
244362,,8940,,169644045, 
244370,,8940,,238138295, 
244378,,8940,,325095703, 
244386,,8940,,931817748, 
244394,,8940,,419518276, 
244402,,8940,,618573621, 
244410,,8940,,173656662, 
244418,,8940,,582678106, 
244426,,8940,,567310117, 
244434,,8940,,961888479, 
244442,,8940,,238803599, 
244450,,8940,,663022229, 
244458,,8940,,504003069, 
244466,,8940,,460574682, 
244474,,8940,,135526085, 
244482,,8940,,063596425, 
244490,,8940,,984065380, 
244498,,8940,,060913420, 
244506,,8940,,973291907, 
244514,,8940,,525598373, 
244522,,8940,,926920547, 
244530,,8940,,992056396, 
244538,,8940,,202069399, 
244546,,8940,,618377970, 
244554,,8940,,318094312, 
244562,,8940,,195956535, 
244570,,8940,,907833792, 
244578,,8940,,474285348, 
244586,,8940,,266693848, 
244594,,8940,,739641641, 
244602,,8940,,347648057, 
244610,,8940,,210699723, 
244618,,8940,,849680766, 
244626,,8940,,966608421, 
244634,,8940,,715362854, 
244642,,8940,,128795939, 
244650,,8940,,545650070, 
244658,,8940,,797615313, 
244666,,8940,,069070430, 
244674,,8940,,701494231, 
244682,,8940,,955397129, 
244690,,8940,,736003035, 
244698,,8940,,659796584, 
244706,,8940,,719744072, 
244714,,8940,,786546977, 
244722,,8940,,904774650, 
244730,,8940,,344544248, 
244738,,8940,,216106989, 
244746,,8940,,337940433, 
244754,,8940,,670287562, 
244762,,8940,,924394043, 
244770,,8940,,963501442, 
244778,,8940,,683798436, 
244786,,8940,,098495757, 
244794,,8940,,824276600, 
244802,,8940,,396599874, 
244810,,8940,,254904235, 
244818,,8940,,209968670, 
244826,,8940,,207114092, 
244834,,8940,,773104637, 
244842,,8940,,325233918, 
244850,,8940,,819715911, 
244858,,8940,,792203204, 
244866,,8940,,390886063, 
244874,,8940,,756701163, 
244882,,8940,,686504018, 
244890,,8940,,611230758, 
244898,,8940,,163092530, 
244906,,8940,,738091044, 
244914,,8940,,052553399, 
244922,,8940,,332481947, 
244930,,8940,,813551459, 
244938,,8940,,535759178, 
244946,,8940,,416726433, 
244954,,8940,,062290587, 
244962,,8940,,999727203, 
244970,,8940,,580412882, 
244978,,8940,,574595237, 
244986,,8940,,924549560, 
244994,,8940,,068181582, 
245002,,8940,,667497366, 
245010,,8940,,835001403, 
245018,,8940,,069199506, 
245026,,8940,,482934012, 
245034,,8940,,273050022, 
245042,,8940,,065341660, 
245050,,8940,,783713285, 
245058,,8940,,819469213, 
245066,,8940,,034888010, 
245074,,8940,,799113383, 
245082,,8940,,914390398, 
245090,,8940,,404950682, 
245098,,8940,,183394212, 
245106,,8940,,498485663, 
245114,,8940,,325606250, 
245122,,8940,,154703420, 
245130,,8940,,893280283, 
245138,,8940,,289422856, 
245146,,8940,,364741633, 
245154,,8940,,535233210, 
245162,,8940,,026640095, 
245170,,8940,,045664540, 
245178,,8940,,948062568, 
245186,,8940,,189932827, 
245194,,8940,,885094654, 
245202,,8940,,513120089, 
245210,,8940,,999469593, 
245218,,8940,,524171463, 
245226,,8940,,663734050, 
245234,,8940,,495571254, 
245242,,8940,,697262770, 
245250,,8940,,988151260, 
245258,,8940,,346421499, 
245266,,8940,,303002571, 
245274,,8940,,253083881, 
245282,,8940,,571047305, 
245290,,8940,,352239335, 
245298,,8940,,227912623, 
245306,,8940,,745414694, 
245314,,8940,,613326347, 
245322,,8940,,504825405, 
245330,,8940,,921732709, 
245338,,8940,,591670008, 
245346,,8940,,543319267, 
245354,,8756,,11S0PT,Outpatient Facility
245362,,8940,,059358395, 
245370,,8756,,06T0HH,Outpatient Facility
245378,,8940,,485069344, 
245386,,8940,,314199675, 
245394,,8940,,675906516, 
245402,,8940,,349011313, 
245410,,8940,,779371932, 
245418,,8940,,755330307, 
245426,,8940,,788476873, 
245434,,8940,,629871103, 
245442,,8940,,722693865, 
245450,,8940,,364338404, 
245458,,8940,,316847062, 
245466,,8940,,303094726, 
245474,,8940,,441920383, 
245482,,8940,,489255722, 
245490,,8940,,986003704, 
245498,,8940,,479406545, 
245506,,8940,,913545740, 
245514,,8940,,189881879, 
245522,,8940,,507699430, 
245530,,8940,,783675573, 
245538,,8940,,165639068, 
245546,,8940,,405284297, 
245554,,8940,,954420897, 
245562,,8940,,398223537, 
245570,,8940,,567053204, 
245578,,8940,,708174142, 
245586,,8940,,533581279, 
245594,,8940,,168396219, 
245602,,8940,,106461715, 
245610,,8940,,191647363, 
245618,,8940,,462339193, 
245626,,8940,,627532401, 
245634,,8940,,832183145, 
245642,,8940,,580094615, 
245650,,8940,,153730780, 
245658,,8940,,498174816, 
245666,,8940,,736630718, 
245674,,8940,,123676847, 
245682,,8940,,983610981, 
245690,,8940,,246348834, 
245698,,8940,,003883334, 
245706,,8940,,316790471, 
245714,,8940,,666263679, 
245722,,8940,,883209215, 
245730,,8940,,560814687, 
245738,,8940,,004035466, 
245746,,8940,,175240972, 
245754,,8940,,684535414, 
245762,,8940,,501122445, 
245770,,8940,,407300532, 
245778,,8940,,006232643, 
245786,,8756,,05868U,Outpatient Facility
245794,,8940,,503124664, 
245802,,8940,,694622658, 
245810,,8940,,056556626, 
245818,,8940,,410192417, 
245826,,8940,,841472918, 
245834,,8940,,606301132, 
245842,,8940,,535764550, 
245850,,8940,,667874390, 
245858,,8940,,370839757, 
245866,,8940,,303201717, 
245874,,8940,,116613409, 
245882,,8940,,406665031, 
245890,,8940,,376016002, 
245898,,8940,,500394675, 
245906,,8940,,517072787, 
245914,,8940,,546368703, 
245922,,8940,,513251490, 
245930,,8940,,221139793, 
245938,,8940,,569452006, 
245946,,8940,,789458320, 
245954,,8940,,894331614, 
245962,,8940,,999831802, 
245970,,8940,,989242505, 
245978,,8940,,058896941, 
245986,,8940,,074538215, 
245994,,8940,,491642090, 
246002,,8940,,788513223, 
246010,,8940,,241995196, 
246018,,8940,,787418686, 
246026,,8940,,029391162, 
246034,,8940,,336775712, 
246042,,8940,,898662330, 
246050,,8940,,163686685, 
246058,,8940,,017053005, 
246066,,8940,,581952073, 
246074,,8940,,702418639, 
246082,,8940,,296582105, 
246090,,8940,,090429674, 
246098,,8940,,597592757, 
246106,,8940,,081355886, 
246114,,8940,,013271446, 
246122,,8940,,196093842, 
246130,,8940,,125597765, 
246138,,8940,,497431399, 
246146,,8940,,822553077, 
246154,,8940,,924374950, 
246162,,8940,,859170843, 
246170,,8940,,573506418, 
246178,,8940,,466742257, 
246186,,8940,,844006522, 
246194,,8940,,258218837, 
246202,,8940,,465656801, 
246210,,8940,,225135592, 
246218,,8940,,434616947, 
246226,,8940,,617475272, 
246234,,8940,,421813052, 
246242,,8940,,481120094, 
246250,,8940,,440301217, 
246258,,8940,,836386532, 
246266,,8940,,287802121, 
246274,,8940,,262669640, 
246282,,8940,,105989505, 
246290,,8940,,279584723, 
246298,,8940,,522990204, 
246306,,8940,,515725819, 
246314,,8940,,119828936, 
246322,,8940,,040850624, 
246330,,8940,,253536677, 
246338,,8940,,405206068, 
246346,,8940,,092469103, 
246354,,8940,,700269473, 
246362,,8940,,109364074, 
246370,,8940,,292470855, 
246378,,8940,,132186464, 
246386,,8940,,339930715, 
246394,,8940,,497891144, 
246402,,8940,,701031326, 
246410,,8940,,760577576, 
246418,,8940,,355874591, 
246426,,8940,,993401593, 
246434,,8940,,632874578, 
246442,,8940,,317419451, 
246450,,8940,,857647589, 
246458,,8940,,358659548, 
246466,,8940,,985747402, 
246474,,8940,,588751022, 
246482,,8940,,302031086, 
246490,,8940,,641411168, 
246498,,8940,,579902544, 
246506,,8940,,315623916, 
246514,,8940,,141579932, 
246522,,8940,,542149851, 
246530,,8940,,563737748, 
246538,,8940,,929132303, 
246546,,8940,,275990150, 
246554,,8940,,359255045, 
246562,,8940,,349084320, 
246570,,8940,,863176445, 
246578,,8940,,561471963, 
246586,,8940,,015850670, 
246594,,8940,,544523837, 
246602,,8940,,329998100, 
246610,,8940,,772106236, 
246618,,8940,,326784273, 
246626,,8940,,738076126, 
246634,,8940,,500530503, 
246642,,8940,,750251798, 
246650,,8940,,073348660, 
246658,,8940,,096314948, 
246666,,8940,,537126427, 
246674,,8940,,386738338, 
246682,,8940,,403577968, 
246690,,8940,,189207595, 
246698,,8940,,458573356, 
246706,,8940,,821671389, 
246714,,8940,,233013649, 
246722,,8940,,935338365, 
246730,,8940,,922935914, 
246738,,8940,,810314070, 
246746,,8940,,720916513, 
246754,,8940,,672201988, 
246762,,8940,,646764435, 
246770,,8940,,284020036, 
246778,,8940,,176560630, 
246786,,8940,,049524263, 
246794,,8940,,983408018, 
246802,,8940,,689467224, 
246810,,8940,,104956535, 
246818,,8940,,625474762, 
246826,,8940,,747704290, 
246834,,8940,,504302339, 
246842,,8940,,312134852, 
246850,,8940,,849471426, 
246858,,8940,,888164148, 
246866,,8940,,701211026, 
246874,,8940,,104744077, 
246882,,8940,,658450441, 
246890,,8940,,948061325, 
246898,,8940,,319943209, 
246906,,8940,,828197726, 
246914,,8940,,843614514, 
246922,,8940,,045105588, 
246930,,8940,,815396939, 
246938,,8940,,209727311, 
246946,,8940,,638449685, 
246954,,8940,,937993393, 
246962,,8940,,842515815, 
246970,,8940,,180153886, 
246978,,8940,,924132693, 
246986,,8940,,723730792, 
246994,,8940,,822227524, 
247002,,8940,,049038308, 
247010,,8940,,490974881, 
247018,,8940,,456604489, 
247026,,8940,,246274873, 
247034,,8940,,734678115, 
247042,,8940,,449798116, 
247050,,8940,,391209058, 
247058,,8940,,685487819, 
247066,,8940,,423864520, 
247074,,8940,,247038635, 
247082,,8940,,709176360, 
247090,,8940,,829561421, 
247098,,8940,,396534717, 
247106,,8940,,646171989, 
247114,,8940,,573656533, 
247122,,8940,,028877879, 
247130,,8940,,562540190, 
247138,,8940,,540765475, 
247146,,8940,,018471911, 
247154,,8940,,714186031, 
247162,,8940,,069752032, 
247170,,8940,,796843940, 
247178,,8940,,062885586, 
247186,,8940,,077791126, 
247194,,8940,,325908652, 
247202,,8940,,264102317, 
247210,,8940,,687532419, 
247218,,8940,,444392719, 
247226,,8940,,481747749, 
247234,,8940,,294100829, 
247242,,8940,,969760681, 
247250,,8940,,038570852, 
247258,,8940,,809397044, 
247266,,8940,,149730357, 
247274,,8940,,165715984, 
247282,,8940,,825198649, 
247290,,8940,,113831730, 
247298,,8940,,660317923, 
247306,,8940,,163064636, 
247314,,8940,,836536871, 
247322,,8940,,624267253, 
247330,,8940,,773638018, 
247338,,8940,,309659901, 
247346,,8940,,515262357, 
247354,,8940,,546047690, 
247362,,8940,,496348819, 
247370,,8940,,518298925, 
247378,,8940,,286367244, 
247386,,8940,,032940509, 
247394,,8940,,268359164, 
247402,,8940,,795421916, 
247410,,8940,,851274230, 
247418,,8940,,229734098, 
247426,,8940,,941085697, 
247434,,8940,,459118958, 
247442,,8940,,543238526, 
247450,,8940,,261628429, 
247458,,8940,,026072749, 
247466,,8940,,125188301, 
247474,,8940,,696241252, 
247482,,8940,,208857415, 
247490,,8940,,403812169, 
247498,,8940,,826244377, 
247506,,8940,,313207778, 
247514,,8940,,857095913, 
247522,,8940,,550631925, 
247530,,8940,,153075818, 
247538,,8940,,108863926, 
247546,,8940,,687936308, 
247554,,8940,,485944506, 
247562,,8940,,044147960, 
247570,,8940,,414266762, 
247578,,8940,,789824560, 
247586,,8940,,101181958, 
247594,,8940,,990199853, 
247602,,8940,,340693776, 
247610,,8940,,780891678, 
247618,,8940,,340867927, 
247626,,8940,,881435168, 
247634,,8940,,990077743, 
247642,,8940,,374119205, 
247650,,8940,,081311446, 
247658,,8940,,564181280, 
247666,,8940,,496564673, 
247674,,8940,,408934214, 
247682,,8940,,116259142, 
247690,,8940,,481562406, 
247698,,8940,,919950683, 
247706,,8940,,852791958, 
247714,,8940,,471191103, 
247722,,8940,,432754415, 
247730,,8940,,425903392, 
247738,,8940,,554498621, 
247746,,8940,,118615238, 
247754,,8940,,852873541, 
247762,,8940,,241189560, 
247770,,8940,,935084074, 
247778,,8940,,790986230, 
247786,,8940,,774096729, 
247794,,8940,,458152081, 
247802,,8940,,364595361, 
247810,,8940,,422547963, 
247818,,8940,,766438142, 
247826,,8940,,276344890, 
247834,,8940,,228658913, 
247842,,8940,,377629492, 
247850,,8940,,605697228, 
247858,,8940,,906878183, 
247866,,8940,,482104061, 
247874,,8940,,468922904, 
247882,,8940,,892722733, 
247890,,8940,,618145735, 
247898,,8940,,612920398, 
247906,,8940,,687914807, 
247914,,8940,,587634356, 
247922,,8940,,734658510, 
247930,,8940,,878876383, 
247938,,8940,,051268656, 
247946,,8940,,799622370, 
247954,,8940,,528537491, 
247962,,8940,,174701414, 
247970,,8940,,062155957, 
247978,,8940,,171417613, 
247986,,8940,,508683517, 
247994,,8940,,620815936, 
248002,,8940,,245467272, 
248010,,8940,,035000641, 
248018,,8940,,987510156, 
248026,,8940,,535124621, 
248034,,8940,,321611671, 
248042,,8940,,418038748, 
248050,,8940,,363739887, 
248058,,8940,,326832568, 
248066,,8940,,875574690, 
248074,,8940,,189810638, 
248082,,8940,,913805752, 
248090,,8940,,456020989, 
248098,,8940,,807231848, 
248106,,8940,,243070466, 
248114,,8940,,682395917, 
248122,,8940,,108391501, 
248130,,8940,,014144354, 
248138,,8940,,463052266, 
248146,,8940,,682319450, 
248154,,8940,,850096105, 
248162,,8940,,450777474, 
248170,,8940,,021549896, 
248178,,8756,,4225NA,Outpatient Facility
248186,,8940,,065750230, 
248194,,8940,,942197617, 
248202,,8940,,249542907, 
248210,,8940,,508168706, 
248218,,8940,,235410493, 
248226,,8940,,709111675, 
248234,,8940,,477266151, 
248242,,8940,,202978855, 
248250,,8940,,230818108, 
248258,,8940,,490291042, 
248266,,8940,,502513858, 
248274,,8940,,777679705, 
248282,,8940,,801411529, 
248290,,8940,,939818435, 
248298,,8940,,641177594, 
248306,,8940,,412371647, 
248314,,8940,,921936914, 
248322,,8940,,907920695, 
248330,,8940,,346260026, 
248338,,8940,,412720406, 
248346,,8940,,568917724, 
248354,,8940,,044566075, 
248362,,8940,,162929024, 
248370,,8940,,363551780, 
248378,,8940,,594061368, 
248386,,8940,,216424770, 
248394,,8940,,174874189, 
248402,,8940,,957948209, 
248410,,8940,,490084407, 
248418,,8940,,289301761, 
248426,,8940,,680336320, 
248434,,8940,,750325635, 
248442,,8940,,831347384, 
248450,,8940,,202687810, 
248458,,8940,,904194537, 
248466,,8940,,522778838, 
248474,,8940,,251892395, 
248482,,8940,,126251489, 
248490,,8940,,797338329, 
248498,,8940,,684326409, 
248506,,8940,,381343207, 
248514,,8940,,528636894, 
248522,,8940,,869226310, 
248530,,8940,,820139419, 
248538,,8940,,687179128, 
248546,,8940,,773695859, 
248554,,8940,,315913323, 
248562,,8940,,015539630, 
248570,,8940,,616164565, 
248578,,8940,,674493679, 
248586,,8940,,667332567, 
248594,,8940,,009688668, 
248602,,8940,,095737033, 
248610,,8940,,942864832, 
248618,,8940,,367839569, 
248626,,8940,,750780535, 
248634,,8940,,030640168, 
248642,,8940,,725764961, 
248650,,8940,,629647708, 
248658,,8940,,281340866, 
248666,,8940,,304268198, 
248674,,8940,,607319553, 
248682,,8940,,481462508, 
248690,,8940,,939774634, 
248698,,8940,,883801014, 
248706,,8940,,450358427, 
248714,,8940,,377210164, 
248722,,8940,,417905381, 
248730,,8940,,865621113, 
248738,,8940,,696349597, 
248746,,8940,,369837834, 
248754,,8940,,129576150, 
248762,,8940,,566276307, 
248770,,8940,,099478530, 
248778,,8940,,220318410, 
248786,,8940,,856080327, 
248794,,8940,,118677558, 
248802,,8940,,228700592, 
248810,,8940,,423010175, 
248818,,8940,,800008454, 
248826,,8940,,639908689, 
248834,,8940,,194719697, 
248842,,8940,,110170770, 
248850,,8940,,542143475, 
248858,,8940,,212689869, 
248866,,8940,,107401070, 
248874,,8940,,981959495, 
248882,,8940,,895280320, 
248890,,8940,,761955681, 
248898,,8940,,176256541, 
248906,,8940,,772749854, 
248914,,8940,,216748412, 
248922,,8940,,538484591, 
248930,,8940,,871014584, 
248938,,8940,,874517525, 
248946,,8940,,970365161, 
248954,,8940,,474746728, 
248962,,8940,,140297401, 
248970,,8940,,660006218, 
248978,,8940,,224363321, 
248986,,8940,,369109334, 
248994,,8940,,752472493, 
249002,,8940,,708822097, 
249010,,8940,,159541604, 
249018,,8756,,2425ZP,Outpatient Facility
249026,,8940,,025592401, 
249034,,8940,,054193411, 
249042,,8940,,566558024, 
